video,total_frames,miss_frames,miss_rate
152,5503,129,0.023442
1520,21417,322,0.015035
1521,20558,69,0.003356
1522,10674,812,0.076073
1523,26120,4328,0.165697
1524,5857,396,0.067611
1525,18163,741,0.040797
1526,16837,0,0.0
1527,13055,268,0.020529
1528,3994,437,0.109414
1529,16811,1539,0.091547
153,1708,121,0.070843
1530,4305,2257,0.524274
1531,8753,356,0.040672
1532,36591,5278,0.144243
1533,10850,1573,0.144977
1534,2083,262,0.12578
1535,11316,782,0.069106
1536,46807,430,0.009187
1537,12396,606,0.048887
1538,24722,757,0.03062
1539,17429,2338,0.134144
154,3464,14,0.004042
1540,16290,33,0.002026
1541,8957,3910,0.43653
1542,12578,143,0.011369
1543,10262,9,0.000877
1544,13233,1448,0.109423
1545,22255,49,0.002202
1546,10793,861,0.079774
1547,12143,0,0.0
1548,13951,359,0.025733
1549,15002,3471,0.231369
155,2561,0,0.0
1550,1171,42,0.035867
1551,17149,1265,0.073765
1552,36458,60,0.001646
1553,16985,56,0.003297
1554,13409,1613,0.120292
1555,13953,2094,0.150075
1556,32280,531,0.01645
1557,4536,6,0.001323
1558,10630,2938,0.276388
1559,12003,1499,0.124885
156,4390,390,0.088838
1560,19426,1739,0.089519
1561,5571,2853,0.512116
1562,9684,94,0.009707
1563,13688,132,0.009643
1564,15284,0,0.0
1565,12258,17,0.001387
1566,13237,125,0.009443
1567,11115,208,0.018713
1568,11443,387,0.03382
1569,11752,400,0.034037
157,1865,47,0.025201
1570,9165,124,0.01353
1571,8274,0,0.0
1572,16572,48,0.002896
1573,22398,915,0.040852
1574,6568,1078,0.164129
1575,15475,0,0.0
1576,36819,461,0.012521
1577,10344,3097,0.299401
1578,6949,4183,0.601957
1579,4545,8,0.00176
158,11841,0,0.0
1580,10776,1740,0.16147
1581,5741,2438,0.424665
1582,20396,1294,0.063444
1583,9922,320,0.032252
1584,7266,0,0.0
1585,47451,414,0.008725
1586,8867,150,0.016917
1587,10977,99,0.009019
1588,8939,1135,0.126972
1589,10373,571,0.055047
159,27044,190,0.007026
1590,6435,277,0.043046
1591,9204,756,0.082138
1592,17894,113,0.006315
1593,13807,1451,0.105092
1594,6339,12,0.001893
1595,26015,2533,0.097367
1596,7071,56,0.00792
1597,9820,0,0.0
1598,4731,299,0.0632
1599,9418,13,0.00138
160,4507,1,0.000222
1600,6755,215,0.031828
1601,32326,1445,0.044701
1602,9899,0,0.0
1603,2736,429,0.156798
1604,3865,139,0.035964
1605,690,139,0.201449
1606,10688,416,0.038922
1607,11285,0,0.0
1608,2537,1023,0.403232
1609,11484,0,0.0
161,13764,1046,0.075995
1610,25662,1837,0.071584
1611,23239,2509,0.107965
1612,5710,222,0.038879
1613,21148,953,0.045063
1614,4563,125,0.027394
1615,8992,340,0.037811
1616,7009,125,0.017834
1617,23974,5561,0.23196
1618,6982,512,0.073331
1619,5742,733,0.127656
162,56333,45,0.000799
1620,19442,707,0.036365
1621,9441,0,0.0
1622,4174,11,0.002635
1623,20741,6,0.000289
1624,26195,972,0.037106
1625,14977,258,0.017226
1626,2306,97,0.042064
1627,6443,304,0.047183
1628,5267,283,0.053731
1629,12988,2,0.000154
163,449,0,0.0
1630,6430,145,0.022551
1631,18951,36,0.0019
1632,8321,57,0.00685
1633,15957,2435,0.152598
1634,7321,397,0.054228
1635,12961,6,0.000463
1636,17032,237,0.013915
1637,4890,29,0.00593
1638,14380,176,0.012239
1639,10689,0,0.0
164,13356,948,0.070979
1640,11966,23,0.001922
1641,5532,11,0.001988
1642,19476,947,0.048624
1643,11981,474,0.039563
1644,17921,121,0.006752
1645,7583,59,0.007781
1646,10512,68,0.006469
1647,17972,6303,0.350712
1648,21930,10,0.000456
1649,15406,148,0.009607
165,1192,0,0.0
1650,9393,39,0.004152
1651,4190,295,0.070406
1652,8376,977,0.116643
1653,13051,1907,0.146119
1654,10428,702,0.067319
1655,12119,1009,0.083258
1656,7303,6209,0.850199
1657,11129,198,0.017791
1658,20683,120,0.005802
1659,17777,1914,0.107667
166,1480,0,0.0
1660,4017,234,0.058252
1661,17080,1514,0.088642
1662,17715,93,0.00525
1663,2258,54,0.023915
1664,1927,986,0.511676
1665,3433,920,0.267987
1666,8905,15,0.001684
1667,11852,210,0.017719
1668,4601,31,0.006738
1669,5009,51,0.010182
167,613,0,0.0
1670,8675,2142,0.246916
1671,5283,379,0.07174
1672,7399,877,0.11853
1673,18048,972,0.053856
1674,4801,0,0.0
1675,9309,156,0.016758
1676,13245,59,0.004455
1677,16098,97,0.006026
1678,14452,93,0.006435
1679,8375,212,0.025313
168,6724,30,0.004462
1680,1688,0,0.0
1681,6949,28,0.004029
1682,21227,60,0.002827
1683,8091,21,0.002595
1684,7576,337,0.044483
1685,7738,288,0.037219
1686,11965,7,0.000585
1687,6643,14,0.002107
1688,6949,37,0.005325
1689,15156,43,0.002837
169,16342,10,0.000612
1690,5444,19,0.00349
1691,8325,120,0.014414
1692,16109,273,0.016947
1693,4225,351,0.083077
1694,8189,309,0.037734
1695,13994,3613,0.258182
1696,4065,58,0.014268
1697,8685,48,0.005527
1698,12427,11,0.000885
1699,12316,0,0.0
170,11637,1094,0.09401
1700,4326,569,0.13153
1701,10723,85,0.007927
1702,7753,2,0.000258
1703,14984,5,0.000334
1704,11021,1353,0.122766
1705,3194,12,0.003757
1706,13967,0,0.0
1707,11015,263,0.023877
1708,9636,3,0.000311
1709,3829,0,0.0
171,1847,38,0.020574
1710,5100,218,0.042745
1711,11717,0,0.0
1712,7090,0,0.0
1713,2746,3,0.001092
1714,11868,15,0.001264
1715,6610,0,0.0
1716,4937,0,0.0
1717,3258,44,0.013505
1718,2929,102,0.034824
1719,3692,507,0.137324
172,2601,76,0.02922
1720,7627,1042,0.13662
1721,9026,182,0.020164
1722,5478,24,0.004381
1723,12460,3,0.000241
1724,8909,317,0.035582
1725,16288,69,0.004236
1726,7872,909,0.115473
1727,3578,41,0.011459
1728,15718,192,0.012215
1729,6660,3045,0.457207
173,2867,98,0.034182
1730,11321,39,0.003445
1731,12832,885,0.068968
1732,5681,10,0.00176
1733,7374,0,0.0
1734,6810,1,0.000147
1735,4904,28,0.00571
1736,2461,500,0.203169
1737,11026,108,0.009795
1738,13001,21,0.001615
1739,10618,132,0.012432
174,754,5,0.006631
1740,3662,566,0.15456
1741,10086,277,0.027464
1742,7074,17,0.002403
1743,4437,3,0.000676
1744,6958,219,0.031475
1745,7859,2928,0.372566
1746,9372,37,0.003948
1747,14901,95,0.006375
1748,13254,368,0.027765
1749,7165,91,0.012701
175,1632,2,0.001225
1750,7784,1,0.000128
1751,9111,1,0.00011
1752,8679,1056,0.121673
1753,10298,530,0.051466
1754,9097,0,0.0
1755,2594,178,0.06862
1756,6330,0,0.0
1757,9395,799,0.085045
1758,2555,18,0.007045
1759,10963,14,0.001277
176,809,72,0.088999
1760,11127,4,0.000359
1761,6008,201,0.033455
1762,8352,254,0.030412
1763,5617,12,0.002136
1764,5176,0,0.0
1765,9560,0,0.0
1766,6229,0,0.0
1767,6185,4,0.000647
1768,4517,26,0.005756
1769,2098,834,0.397521
177,12309,693,0.0563
1770,6622,94,0.014195
1771,9717,4,0.000412
1772,6632,12,0.001809
1773,6651,1260,0.189445
1774,6543,49,0.007489
1775,6790,12,0.001767
1776,5002,2,0.0004
1777,7107,0,0.0
1778,1490,4,0.002685
1779,5472,0,0.0
178,4238,29,0.006843
1780,2059,0,0.0
1781,2707,1,0.000369
1782,4281,1276,0.298061
1783,7215,2,0.000277
1784,5362,185,0.034502
1785,5270,294,0.055787
1786,6541,2,0.000306
1787,6807,508,0.074629
1788,1768,2,0.001131
1789,3247,0,0.0
179,11604,131,0.011289
1790,8159,7,0.000858
1791,4272,46,0.010768
1792,5437,41,0.007541
1793,5335,1371,0.256982
1794,3975,31,0.007799
1795,2997,173,0.057724
1796,5169,269,0.052041
1797,4401,1,0.000227
1798,3306,56,0.016939
1799,6209,344,0.055403
180,2401,0,0.0
1800,4335,32,0.007382
1801,4024,0,0.0
1802,2195,660,0.300683
1803,3290,1,0.000304
1804,4402,2,0.000454
1805,3404,756,0.222092
1806,4152,25,0.006021
1807,4829,0,0.0
1808,3928,0,0.0
1809,3038,127,0.041804
181,12228,1188,0.097154
1810,873,0,0.0
1811,1345,8,0.005948
1812,1533,2,0.001305
1813,1553,0,0.0
1814,1174,5,0.004259
1815,1800,149,0.082778
1816,2437,10,0.004103
1817,1532,76,0.049608
1818,4305,703,0.163298
1819,1380,30,0.021739
182,849,0,0.0
1820,1915,48,0.025065
1821,2926,180,0.061517
1822,705,121,0.171631
1823,927,202,0.217907
1824,1486,0,0.0
183,3524,9,0.002554
184,197,0,0.0
185,19895,15,0.000754
186,8624,5,0.00058
187,13443,8,0.000595
188,4755,0,0.0
189,6402,0,0.0
190,13415,4270,0.3183
191,2096,32,0.015267
192,4251,22,0.005175
193,7789,927,0.119014
194,985,43,0.043655
195,13726,0,0.0
196,21641,20,0.000924
197,17874,120,0.006714
198,12541,272,0.021689
199,7329,29,0.003957
200,989,0,0.0
201,11870,0,0.0
202,398,0,0.0
203,15600,106,0.006795
204,25383,810,0.031911
205,390,1,0.002564
206,472,0,0.0
207,11267,3,0.000266
208,4015,0,0.0
209,8482,1095,0.129097
210,38,0,0.0
211,330,0,0.0
212,6471,1,0.000155
213,3494,2480,0.709788
214,7398,3,0.000406
215,30544,18,0.000589
216,24016,8446,0.351682
217,23907,2051,0.085791
218,2833,1,0.000353
219,10680,1093,0.102341
220,1604,0,0.0
221,6527,388,0.059445
222,4143,22,0.00531
223,11750,0,0.0
224,3294,0,0.0
225,1067,0,0.0
226,31067,207,0.006663
227,9140,5289,0.578665
228,9006,35,0.003886
229,197,0,0.0
230,14654,0,0.0
231,1255,0,0.0
232,979,0,0.0
233,5294,0,0.0
234,5983,117,0.019555
235,1151,42,0.03649
236,17274,0,0.0
237,11873,8449,0.711615
238,5515,530,0.096102
239,4506,207,0.045939
240,9003,1,0.000111
241,6258,0,0.0
242,2134,29,0.01359
243,6906,0,0.0
244,4220,0,0.0
245,4147,0,0.0
246,1846,0,0.0
247,7380,51,0.006911
248,1522,0,0.0
249,13324,772,0.057941
250,2188,0,0.0
251,2595,0,0.0
252,17531,178,0.010153
253,2513,1,0.000398
254,17225,2,0.000116
255,1123,0,0.0
256,1828,0,0.0
257,15453,3,0.000194
258,8975,257,0.028635
259,4635,18,0.003883
260,9005,4410,0.489728
261,490,13,0.026531
262,12341,539,0.043676
263,1921,1,0.000521
264,11006,112,0.010176
265,1259,0,0.0
266,13790,574,0.041624
267,5052,1,0.000198
268,10303,0,0.0
269,1151,43,0.037359
270,1202,0,0.0
271,3209,39,0.012153
272,1246,0,0.0
273,4019,2507,0.623787
274,1781,2,0.001123
275,10684,0,0.0
276,14029,13773,0.981752
277,74,0,0.0
278,22224,876,0.039417
279,7630,12,0.001573
280,504,59,0.117063
281,4296,0,0.0
282,31920,0,0.0
283,3368,0,0.0
284,8306,1608,0.193595
285,3200,542,0.169375
286,8030,0,0.0
287,63,0,0.0
288,11740,1855,0.158007
289,9004,2859,0.317526
290,9003,0,0.0
291,54368,1891,0.034781
292,1054,260,0.246679
293,11422,0,0.0
294,4015,0,0.0
295,6597,0,0.0
296,11036,116,0.010511
297,784,22,0.028061
298,6546,292,0.044607
299,1434,0,0.0
300,5164,0,0.0
301,750,0,0.0
302,10944,402,0.036732
303,9003,0,0.0
304,2077,399,0.192104
305,4539,0,0.0
306,1574,0,0.0
307,269,7,0.026022
308,13706,0,0.0
309,21175,0,0.0
310,9178,781,0.085095
311,9005,49,0.005441
312,17968,2831,0.157558
313,2730,181,0.0663
314,2599,1113,0.428242
315,822,0,0.0
316,2363,0,0.0
317,2179,0,0.0
318,13922,594,0.042666
319,12284,0,0.0
320,37,0,0.0
321,10351,3796,0.366728
322,2705,59,0.021811
323,22762,275,0.012082
324,5540,45,0.008123
325,1142,308,0.269702
326,459,0,0.0
327,13265,0,0.0
328,782,0,0.0
329,10031,977,0.097398
330,4629,0,0.0
331,2109,35,0.016596
332,17205,936,0.054403
333,10480,7,0.000668
334,16843,770,0.045716
335,10769,6388,0.593184
336,12306,0,0.0
337,14715,4882,0.33177
338,502,23,0.045817
339,13136,12,0.000914
340,7150,8,0.001119
341,9006,94,0.010437
342,178,0,0.0
343,73,0,0.0
344,5867,727,0.123913
345,2090,69,0.033014
346,8018,216,0.026939
347,14789,68,0.004598
348,856,0,0.0
349,13283,1512,0.11383
350,1717,0,0.0
351,5207,0,0.0
352,4173,0,0.0
353,2843,1,0.000352
354,4855,178,0.036663
355,88,0,0.0
356,1692,148,0.08747
357,7491,0,0.0
358,1434,0,0.0
359,9003,4,0.000444
360,2791,9,0.003225
361,22323,0,0.0
362,7006,991,0.14145
363,6630,1898,0.286275
364,8320,55,0.006611
365,4708,96,0.020391
366,11628,4472,0.384589
367,1372,60,0.043732
368,10464,45,0.0043
369,12897,15,0.001163
370,4148,181,0.043635
371,4989,41,0.008218
372,9005,6112,0.678734
373,1636,0,0.0
374,1417,0,0.0
375,342,0,0.0
376,156,0,0.0
377,811,0,0.0
378,1215,0,0.0
379,282,2,0.007092
380,263,0,0.0
381,5360,53,0.009888
382,4683,0,0.0
383,1366,0,0.0
384,1530,29,0.018954
385,319,12,0.037618
386,19663,2177,0.110716
387,654,0,0.0
388,5256,7,0.001332
389,2864,0,0.0
390,17541,0,0.0
391,2999,171,0.057019
392,9755,0,0.0
393,5945,0,0.0
394,874,0,0.0
395,6782,0,0.0
396,26338,4019,0.152593
397,5392,10,0.001855
398,1074,0,0.0
399,1416,2,0.001412
400,35690,86,0.00241
401,13165,5466,0.415192
402,11689,16,0.001369
403,4467,0,0.0
404,5698,186,0.032643
405,2540,0,0.0
406,9479,92,0.009706
407,49,12,0.244898
408,14724,13,0.000883
409,1874,896,0.478122
410,918,0,0.0
411,1366,0,0.0
412,343,0,0.0
413,183,0,0.0
414,249,2,0.008032
415,5431,58,0.010679
416,5337,0,0.0
417,9002,121,0.013441
418,3926,498,0.126847
419,1051,0,0.0
420,10710,4176,0.389916
421,14040,1662,0.118376
422,3736,0,0.0
423,11431,0,0.0
424,10773,653,0.060614
425,4954,1,0.000202
426,11570,0,0.0
427,2520,0,0.0
428,3700,0,0.0
429,7280,0,0.0
430,1424,82,0.057584
431,419,0,0.0
432,11970,672,0.05614
433,18386,1038,0.056456
434,10996,196,0.017825
435,482,481,0.997925
436,1615,1,0.000619
437,606,0,0.0
438,10023,97,0.009678
439,54058,3008,0.055644
440,1664,3,0.001803
441,290,29,0.1
442,10791,378,0.035029
443,4698,72,0.015326
444,3985,484,0.121455
445,9006,61,0.006773
446,14836,2,0.000135
447,30943,0,0.0
448,1484,0,0.0
449,5926,41,0.006919
450,4066,171,0.042056
451,11291,1384,0.122576
452,10231,1227,0.11993
453,7377,213,0.028874
454,21375,32,0.001497
455,2179,0,0.0
456,4000,30,0.0075
457,868,0,0.0
458,9003,331,0.036766
459,12142,125,0.010295
460,16943,75,0.004427
461,2998,0,0.0
462,2992,55,0.018382
463,11839,280,0.023651
464,13736,0,0.0
465,8299,0,0.0
466,12063,275,0.022797
467,2790,68,0.024373
468,1724,0,0.0
469,10677,423,0.039618
470,1465,0,0.0
471,1620,23,0.014198
472,268,1,0.003731
473,9003,188,0.020882
474,3986,467,0.11716
475,17610,279,0.015843
476,687,0,0.0
477,9003,24,0.002666
478,1402,0,0.0
479,9003,9,0.001
480,7006,2425,0.346132
481,2676,0,0.0
482,2627,0,0.0
483,8835,58,0.006565
484,9003,9,0.001
485,233,0,0.0
486,2465,439,0.178093
487,5360,0,0.0
488,9004,451,0.050089
489,456,0,0.0
490,12766,2,0.000157
491,2243,65,0.028979
492,4915,0,0.0
493,2968,0,0.0
494,1413,6,0.004246
495,518,0,0.0
496,1220,0,0.0
497,9650,264,0.027358
498,1360,6,0.004412
499,1492,0,0.0
500,784,3,0.003827
501,10070,0,0.0
502,18269,2,0.000109
503,141,0,0.0
504,464,0,0.0
505,189,0,0.0
506,16819,685,0.040728
507,310,0,0.0
508,17806,0,0.0
509,496,82,0.165323
510,14135,0,0.0
511,512,30,0.058594
512,1992,0,0.0
513,1946,0,0.0
514,8740,2186,0.250114
515,9004,0,0.0
516,5794,138,0.023818
517,14072,6110,0.434196
518,7535,2,0.000265
519,5110,12,0.002348
520,15087,211,0.013986
521,12680,991,0.078155
522,6934,292,0.042111
523,1580,44,0.027848
524,1186,0,0.0
525,6834,491,0.071847
526,556,121,0.217626
527,1629,0,0.0
528,5955,0,0.0
529,4577,13,0.00284
530,8933,2673,0.299228
531,10259,1499,0.146116
532,4365,0,0.0
533,1328,13,0.009789
534,22467,2,8.9e-05
535,1483,0,0.0
536,8843,1,0.000113
537,394,5,0.01269
538,876,50,0.057078
539,828,37,0.044686
540,7510,682,0.090812
541,5905,6,0.001016
542,1262,0,0.0
543,289,0,0.0
544,5305,0,0.0
545,12473,394,0.031588
546,6544,0,0.0
547,9005,5549,0.616213
548,12894,246,0.019079
549,18388,887,0.048238
550,7746,0,0.0
551,5225,0,0.0
552,17996,1041,0.057846
553,709,8,0.011283
554,23199,85,0.003664
555,6653,571,0.085826
556,12171,2035,0.167201
557,9003,4,0.000444
558,26993,6119,0.226688
559,14399,1271,0.08827
560,5274,2876,0.545317
561,699,247,0.353362
562,6037,10,0.001656
563,1126,0,0.0
564,4522,4494,0.993808
565,11887,3429,0.288466
566,23323,3709,0.159028
567,26541,2321,0.08745
568,1301,0,0.0
569,12397,648,0.052271
570,8270,0,0.0
571,51061,7,0.000137
572,6898,133,0.019281
573,2354,32,0.013594
574,4540,0,0.0
575,2780,31,0.011151
576,4694,171,0.036429
577,5131,4,0.00078
578,43,0,0.0
579,1049,6,0.00572
580,5444,64,0.011756
581,7209,39,0.00541
582,2203,0,0.0
583,2488,90,0.036174
584,9005,4245,0.471405
585,9004,5525,0.613616
586,1688,0,0.0
587,12757,0,0.0
588,10485,139,0.013257
589,1831,0,0.0
590,10871,0,0.0
591,11051,43,0.003891
592,11855,2,0.000169
593,3051,195,0.063913
594,1611,0,0.0
595,1404,3,0.002137
596,1650,103,0.062424
597,3304,30,0.00908
598,1166,0,0.0
599,14404,24,0.001666
600,5196,21,0.004042
601,10350,21,0.002029
